# Thet  eta  binding
260.72 37.78 0.55
261.04 37.78 0.55
261.36 37.78 0.55
261.69 37.78 0.55
262.01 37.78 0.56
262.33 37.78 0.56
262.66 37.78 0.56
262.98 37.78 0.57
263.30 37.78 0.57
263.63 37.78 0.57
263.95 37.78 0.57
264.27 37.78 0.58
264.60 37.78 0.58
264.92 37.78 0.58
265.24 37.78 0.59
265.57 37.78 0.59
265.89 37.78 0.59
266.21 37.78 0.59
266.54 37.78 0.60
266.86 37.78 0.60
267.18 37.78 0.60
267.51 37.78 0.60
267.83 37.78 0.61
268.15 37.78 0.61
268.47 37.78 0.61
268.80 37.78 0.61
269.12 37.78 0.62
269.44 37.78 0.62
269.77 37.78 0.62
270.09 37.78 0.63
270.41 37.78 0.63
270.74 37.78 0.63
271.06 37.78 0.63
271.38 37.78 0.64
271.71 37.78 0.64
272.03 37.78 0.64
272.35 37.78 0.64
272.68 37.78 0.65
273.00 37.78 0.65
241.00 39.39 0.37
241.32 39.39 0.37
241.65 39.39 0.37
241.97 39.39 0.38
242.29 39.39 0.38
242.62 39.39 0.38
242.94 39.39 0.38
243.26 39.39 0.39
243.59 39.39 0.39
243.91 39.39 0.39
244.23 39.39 0.40
244.56 39.39 0.40
244.88 39.39 0.40
245.20 39.39 0.41
245.53 39.39 0.41
245.85 39.39 0.41
246.17 39.39 0.41
246.49 39.39 0.42
246.82 39.39 0.42
247.14 39.39 0.42
247.46 39.39 0.43
247.79 39.39 0.43
248.11 39.39 0.43
248.43 39.39 0.44
248.76 39.39 0.44
249.08 39.39 0.44
249.40 39.39 0.45
249.73 39.39 0.45
250.05 39.39 0.45
250.37 39.39 0.46
250.70 39.39 0.46
251.02 39.39 0.46
251.34 39.39 0.47
251.67 39.39 0.47
251.99 39.39 0.47
252.31 39.39 0.47
252.64 39.39 0.48
252.96 39.39 0.48
253.28 39.39 0.48
253.61 39.39 0.49
253.93 39.39 0.49
254.25 39.39 0.49
254.58 39.39 0.49
254.90 39.39 0.50
255.22 39.39 0.50
255.55 39.39 0.50
255.87 39.39 0.50
256.19 39.39 0.51
256.52 39.39 0.51
256.84 39.39 0.51
257.16 39.39 0.52
257.48 39.39 0.52
257.81 39.39 0.52
258.13 39.39 0.52
258.45 39.39 0.53
258.78 39.39 0.53
259.10 39.39 0.53
259.42 39.39 0.54
259.75 39.39 0.54
260.07 39.39 0.54
260.39 39.39 0.55
260.72 39.39 0.55
261.04 39.39 0.55
261.36 39.39 0.55
261.69 39.39 0.56
262.01 39.39 0.56
262.33 39.39 0.56
262.66 39.39 0.57
262.98 39.39 0.57
263.30 39.39 0.57
263.63 39.39 0.58
263.95 39.39 0.58
264.27 39.39 0.58
264.60 39.39 0.58
264.92 39.39 0.59
265.24 39.39 0.59
265.57 39.39 0.59
265.89 39.39 0.60
266.21 39.39 0.60
266.54 39.39 0.60
266.86 39.39 0.60
267.18 39.39 0.61
267.51 39.39 0.61
267.83 39.39 0.61
268.15 39.39 0.62
268.47 39.39 0.62
268.80 39.39 0.62
269.12 39.39 0.62
269.44 39.39 0.63
269.77 39.39 0.63
270.09 39.39 0.63
270.41 39.39 0.64
270.74 39.39 0.64
271.06 39.39 0.64
271.38 39.39 0.64
271.71 39.39 0.65
272.03 39.39 0.65
272.35 39.39 0.65
272.68 39.39 0.66
273.00 39.39 0.66
241.00 41.01 0.37
241.32 41.01 0.37
241.65 41.01 0.37
241.97 41.01 0.38
242.29 41.01 0.38
242.62 41.01 0.38
242.94 41.01 0.38
243.26 41.01 0.39
243.59 41.01 0.39
243.91 41.01 0.39
244.23 41.01 0.40
244.56 41.01 0.40
244.88 41.01 0.40
245.20 41.01 0.41
245.53 41.01 0.41
245.85 41.01 0.41
246.17 41.01 0.42
246.49 41.01 0.42
246.82 41.01 0.42
247.14 41.01 0.42
247.46 41.01 0.43
247.79 41.01 0.43
248.11 41.01 0.43
248.43 41.01 0.44
248.76 41.01 0.44
249.08 41.01 0.44
249.40 41.01 0.45
249.73 41.01 0.45
250.05 41.01 0.45
250.37 41.01 0.46
250.70 41.01 0.46
251.02 41.01 0.46
251.34 41.01 0.47
251.67 41.01 0.47
251.99 41.01 0.47
252.31 41.01 0.48
252.64 41.01 0.48
252.96 41.01 0.48
253.28 41.01 0.48
253.61 41.01 0.49
253.93 41.01 0.49
254.25 41.01 0.49
254.58 41.01 0.49
254.90 41.01 0.50
255.22 41.01 0.50
255.55 41.01 0.50
255.87 41.01 0.51
256.19 41.01 0.51
256.52 41.01 0.51
256.84 41.01 0.52
257.16 41.01 0.52
257.48 41.01 0.52
257.81 41.01 0.52
258.13 41.01 0.53
258.45 41.01 0.53
258.78 41.01 0.53
259.10 41.01 0.54
259.42 41.01 0.54
259.75 41.01 0.54
260.07 41.01 0.55
260.39 41.01 0.55
260.72 41.01 0.55
261.04 41.01 0.55
261.36 41.01 0.56
261.69 41.01 0.56
262.01 41.01 0.56
262.33 41.01 0.57
262.66 41.01 0.57
262.98 41.01 0.57
263.30 41.01 0.58
263.63 41.01 0.58
263.95 41.01 0.58
264.27 41.01 0.58
264.60 41.01 0.59
264.92 41.01 0.59
265.24 41.01 0.59
265.57 41.01 0.60
265.89 41.01 0.60
266.21 41.01 0.60
266.54 41.01 0.61
266.86 41.01 0.61
267.18 41.01 0.61
267.51 41.01 0.61
267.83 41.01 0.62
268.15 41.01 0.62
268.47 41.01 0.62
268.80 41.01 0.63
269.12 41.01 0.63
269.44 41.01 0.63
269.77 41.01 0.64
270.09 41.01 0.64
270.41 41.01 0.64
270.74 41.01 0.64
271.06 41.01 0.65
271.38 41.01 0.65
271.71 41.01 0.65
272.03 41.01 0.66
272.35 41.01 0.66
272.68 41.01 0.66
273.00 41.01 0.67
241.00 42.63 0.37
241.32 42.63 0.37
241.65 42.63 0.37
241.97 42.63 0.38
242.29 42.63 0.38
242.62 42.63 0.38
242.94 42.63 0.38
243.26 42.63 0.39
243.59 42.63 0.39
243.91 42.63 0.39
244.23 42.63 0.40
244.56 42.63 0.40
244.88 42.63 0.40
245.20 42.63 0.41
245.53 42.63 0.41
245.85 42.63 0.41
246.17 42.63 0.42
246.49 42.63 0.42
246.82 42.63 0.42
247.14 42.63 0.43
247.46 42.63 0.43
247.79 42.63 0.43
248.11 42.63 0.44
248.43 42.63 0.44
248.76 42.63 0.44
249.08 42.63 0.45
249.40 42.63 0.45
249.73 42.63 0.45
250.05 42.63 0.46
250.37 42.63 0.46
250.70 42.63 0.46
251.02 42.63 0.46
251.34 42.63 0.47
251.67 42.63 0.47
251.99 42.63 0.47
252.31 42.63 0.48
252.64 42.63 0.48
252.96 42.63 0.48
253.28 42.63 0.49
253.61 42.63 0.49
253.93 42.63 0.49
254.25 42.63 0.49
254.58 42.63 0.50
254.90 42.63 0.50
255.22 42.63 0.50
255.55 42.63 0.51
255.87 42.63 0.51
256.19 42.63 0.51
256.52 42.63 0.51
256.84 42.63 0.52
257.16 42.63 0.52
257.48 42.63 0.52
257.81 42.63 0.53
258.13 42.63 0.53
258.45 42.63 0.53
258.78 42.63 0.54
259.10 42.63 0.54
259.42 42.63 0.54
259.75 42.63 0.54
260.07 42.63 0.55
260.39 42.63 0.55
260.72 42.63 0.55
261.04 42.63 0.56
261.36 42.63 0.56
261.69 42.63 0.56
262.01 42.63 0.57
262.33 42.63 0.57
262.66 42.63 0.57
262.98 42.63 0.58
263.30 42.63 0.58
263.63 42.63 0.58
263.95 42.63 0.59
264.27 42.63 0.59
264.60 42.63 0.59
264.92 42.63 0.59
265.24 42.63 0.60
265.57 42.63 0.60
265.89 42.63 0.60
266.21 42.63 0.61
266.54 42.63 0.61
266.86 42.63 0.61
267.18 42.63 0.62
267.51 42.63 0.62
267.83 42.63 0.62
268.15 42.63 0.63
268.47 42.63 0.63
268.80 42.63 0.63
269.12 42.63 0.64
269.44 42.63 0.64
269.77 42.63 0.64
270.09 42.63 0.64
270.41 42.63 0.65
270.74 42.63 0.65
271.06 42.63 0.65
271.38 42.63 0.66
271.71 42.63 0.66
272.03 42.63 0.66
272.35 42.63 0.67
272.68 42.63 0.67
273.00 42.63 0.67
241.00 44.24 0.37
241.32 44.24 0.37
241.65 44.24 0.37
241.97 44.24 0.38
242.29 44.24 0.38
242.62 44.24 0.38
242.94 44.24 0.38
243.26 44.24 0.39
243.59 44.24 0.39
243.91 44.24 0.39
244.23 44.24 0.40
244.56 44.24 0.40
244.88 44.24 0.40
245.20 44.24 0.41
245.53 44.24 0.41
245.85 44.24 0.41
246.17 44.24 0.42
246.49 44.24 0.42
246.82 44.24 0.42
247.14 44.24 0.43
247.46 44.24 0.43
247.79 44.24 0.43
248.11 44.24 0.44
248.43 44.24 0.44
248.76 44.24 0.44
249.08 44.24 0.45
249.40 44.24 0.45
249.73 44.24 0.45
250.05 44.24 0.46
250.37 44.24 0.46
250.70 44.24 0.46
251.02 44.24 0.47
251.34 44.24 0.47
251.67 44.24 0.47
251.99 44.24 0.47
252.31 44.24 0.48
252.64 44.24 0.48
252.96 44.24 0.48
253.28 44.24 0.49
253.61 44.24 0.49
253.93 44.24 0.49
254.25 44.24 0.50
254.58 44.24 0.50
254.90 44.24 0.50
255.22 44.24 0.50
255.55 44.24 0.51
255.87 44.24 0.51
256.19 44.24 0.51
256.52 44.24 0.52
256.84 44.24 0.52
257.16 44.24 0.52
257.48 44.24 0.53
257.81 44.24 0.53
258.13 44.24 0.53
258.45 44.24 0.54
258.78 44.24 0.54
259.10 44.24 0.54
259.42 44.24 0.54
259.75 44.24 0.55
260.07 44.24 0.55
260.39 44.24 0.55
260.72 44.24 0.56
261.04 44.24 0.56
261.36 44.24 0.56
261.69 44.24 0.57
262.01 44.24 0.57
262.33 44.24 0.57
262.66 44.24 0.58
262.98 44.24 0.58
263.30 44.24 0.58
263.63 44.24 0.59
263.95 44.24 0.59
264.27 44.24 0.59
264.60 44.24 0.60
264.92 44.24 0.60
265.24 44.24 0.60
265.57 44.24 0.60
265.89 44.24 0.61
266.21 44.24 0.61
266.54 44.24 0.61
266.86 44.24 0.62
267.18 44.24 0.62
267.51 44.24 0.62
267.83 44.24 0.63
268.15 44.24 0.63
268.47 44.24 0.63
268.80 44.24 0.64
269.12 44.24 0.64
269.44 44.24 0.64
269.77 44.24 0.65
270.09 44.24 0.65
270.41 44.24 0.65
270.74 44.24 0.66
271.06 44.24 0.66
271.38 44.24 0.67
271.71 44.24 0.67
272.03 44.24 0.67
272.35 44.24 0.68
272.68 44.24 0.68
273.00 44.24 0.68
241.00 45.86 0.37
241.32 45.86 0.37
241.65 45.86 0.37
241.97 45.86 0.38
242.29 45.86 0.38
242.62 45.86 0.38
242.94 45.86 0.38
243.26 45.86 0.39
243.59 45.86 0.39
243.91 45.86 0.39
244.23 45.86 0.40
244.56 45.86 0.40
244.88 45.86 0.40
245.20 45.86 0.41
245.53 45.86 0.41
245.85 45.86 0.41
246.17 45.86 0.42
246.49 45.86 0.42
246.82 45.86 0.42
247.14 45.86 0.43
247.46 45.86 0.43
247.79 45.86 0.43
248.11 45.86 0.44
248.43 45.86 0.44
248.76 45.86 0.44
249.08 45.86 0.45
249.40 45.86 0.45
249.73 45.86 0.45
250.05 45.86 0.46
250.37 45.86 0.46
250.70 45.86 0.46
251.02 45.86 0.47
251.34 45.86 0.47
251.67 45.86 0.47
251.99 45.86 0.48
252.31 45.86 0.48
252.64 45.86 0.48
252.96 45.86 0.48
253.28 45.86 0.49
253.61 45.86 0.49
253.93 45.86 0.49
254.25 45.86 0.50
254.58 45.86 0.50
254.90 45.86 0.50
255.22 45.86 0.51
255.55 45.86 0.51
255.87 45.86 0.51
256.19 45.86 0.52
256.52 45.86 0.52
256.84 45.86 0.52
257.16 45.86 0.52
257.48 45.86 0.53
257.81 45.86 0.53
258.13 45.86 0.53
258.45 45.86 0.54
258.78 45.86 0.54
259.10 45.86 0.54
259.42 45.86 0.55
259.75 45.86 0.55
260.07 45.86 0.55
260.39 45.86 0.56
260.72 45.86 0.56
261.04 45.86 0.56
261.36 45.86 0.57
261.69 45.86 0.57
262.01 45.86 0.57
262.33 45.86 0.58
262.66 45.86 0.58
262.98 45.86 0.58
263.30 45.86 0.59
263.63 45.86 0.59
263.95 45.86 0.59
264.27 45.86 0.60
264.60 45.86 0.60
264.92 45.86 0.60
265.24 45.86 0.61
265.57 45.86 0.61
265.89 45.86 0.61
266.21 45.86 0.62
266.54 45.86 0.62
266.86 45.86 0.62
267.18 45.86 0.63
267.51 45.86 0.63
267.83 45.86 0.63
268.15 45.86 0.64
268.47 45.86 0.64
268.80 45.86 0.64
269.12 45.86 0.65
269.44 45.86 0.65
269.77 45.86 0.65
270.09 45.86 0.66
270.41 45.86 0.66
270.74 45.86 0.66
271.06 45.86 0.67
271.38 45.86 0.67
271.71 45.86 0.68
272.03 45.86 0.68
272.35 45.86 0.68
272.68 45.86 0.69
273.00 45.86 0.69
241.00 47.47 0.37
241.32 47.47 0.37
241.65 47.47 0.37
241.97 47.47 0.38
242.29 47.47 0.38
242.62 47.47 0.38
242.94 47.47 0.39
243.26 47.47 0.39
243.59 47.47 0.39
243.91 47.47 0.39
244.23 47.47 0.40
244.56 47.47 0.40
244.88 47.47 0.40
245.20 47.47 0.41
245.53 47.47 0.41
245.85 47.47 0.41
246.17 47.47 0.42
246.49 47.47 0.42
246.82 47.47 0.42
247.14 47.47 0.43
247.46 47.47 0.43
247.79 47.47 0.43
248.11 47.47 0.44
248.43 47.47 0.44
248.76 47.47 0.44
249.08 47.47 0.45
249.40 47.47 0.45
249.73 47.47 0.46
250.05 47.47 0.46
250.37 47.47 0.46
250.70 47.47 0.46
251.02 47.47 0.47
251.34 47.47 0.47
251.67 47.47 0.47
251.99 47.47 0.48
252.31 47.47 0.48
252.64 47.47 0.48
252.96 47.47 0.49
253.28 47.47 0.49
253.61 47.47 0.49
253.93 47.47 0.50
254.25 47.47 0.50
254.58 47.47 0.50
254.90 47.47 0.50
255.22 47.47 0.51
255.55 47.47 0.51
255.87 47.47 0.51
256.19 47.47 0.52
256.52 47.47 0.52
256.84 47.47 0.52
257.16 47.47 0.53
257.48 47.47 0.53
257.81 47.47 0.53
258.13 47.47 0.54
258.45 47.47 0.54
258.78 47.47 0.54
259.10 47.47 0.55
259.42 47.47 0.55
259.75 47.47 0.55
260.07 47.47 0.56
260.39 47.47 0.56
260.72 47.47 0.56
261.04 47.47 0.57
261.36 47.47 0.57
261.69 47.47 0.57
262.01 47.47 0.58
262.33 47.47 0.58
262.66 47.47 0.58
262.98 47.47 0.59
263.30 47.47 0.59
263.63 47.47 0.59
263.95 47.47 0.60
264.27 47.47 0.60
264.60 47.47 0.60
264.92 47.47 0.61
265.24 47.47 0.61
265.57 47.47 0.61
265.89 47.47 0.62
266.21 47.47 0.62
266.54 47.47 0.62
266.86 47.47 0.63
267.18 47.47 0.63
267.51 47.47 0.63
267.83 47.47 0.64
268.15 47.47 0.64
268.47 47.47 0.64
268.80 47.47 0.65
269.12 47.47 0.65
269.44 47.47 0.66
269.77 47.47 0.66
270.09 47.47 0.66
270.41 47.47 0.67
270.74 47.47 0.67
271.06 47.47 0.68
271.38 47.47 0.68
271.71 47.47 0.68
272.03 47.47 0.69
272.35 47.47 0.69
272.68 47.47 0.70
273.00 47.47 0.70
241.00 49.09 0.37
241.32 49.09 0.37
241.65 49.09 0.37
241.97 49.09 0.38
242.29 49.09 0.38
242.62 49.09 0.38
242.94 49.09 0.39
243.26 49.09 0.39
243.59 49.09 0.39
243.91 49.09 0.39
244.23 49.09 0.40
244.56 49.09 0.40
244.88 49.09 0.40
245.20 49.09 0.41
245.53 49.09 0.41
245.85 49.09 0.41
246.17 49.09 0.42
246.49 49.09 0.42
246.82 49.09 0.42
247.14 49.09 0.43
247.46 49.09 0.43
247.79 49.09 0.44
248.11 49.09 0.44
248.43 49.09 0.44
248.76 49.09 0.45
249.08 49.09 0.45
249.40 49.09 0.45
249.73 49.09 0.46
250.05 49.09 0.46
250.37 49.09 0.46
250.70 49.09 0.47
251.02 49.09 0.47
251.34 49.09 0.47
251.67 49.09 0.48
251.99 49.09 0.48
252.31 49.09 0.48
252.64 49.09 0.48
252.96 49.09 0.49
253.28 49.09 0.49
253.61 49.09 0.49
253.93 49.09 0.50
254.25 49.09 0.50
254.58 49.09 0.50
254.90 49.09 0.51
255.22 49.09 0.51
255.55 49.09 0.51
255.87 49.09 0.52
256.19 49.09 0.52
256.52 49.09 0.52
256.84 49.09 0.53
257.16 49.09 0.53
257.48 49.09 0.53
257.81 49.09 0.54
258.13 49.09 0.54
258.45 49.09 0.54
258.78 49.09 0.55
259.10 49.09 0.55
259.42 49.09 0.55
259.75 49.09 0.56
260.07 49.09 0.56
260.39 49.09 0.56
260.72 49.09 0.57
261.04 49.09 0.57
261.36 49.09 0.57
261.69 49.09 0.58
262.01 49.09 0.58
262.33 49.09 0.58
262.66 49.09 0.59
262.98 49.09 0.59
263.30 49.09 0.59
263.63 49.09 0.60
263.95 49.09 0.60
264.27 49.09 0.60
264.60 49.09 0.61
264.92 49.09 0.61
265.24 49.09 0.61
265.57 49.09 0.62
265.89 49.09 0.62
266.21 49.09 0.62
266.54 49.09 0.63
266.86 49.09 0.63
267.18 49.09 0.64
267.51 49.09 0.64
267.83 49.09 0.64
268.15 49.09 0.65
268.47 49.09 0.65
268.80 49.09 0.65
269.12 49.09 0.66
269.44 49.09 0.66
269.77 49.09 0.67
270.09 49.09 0.67
270.41 49.09 0.67
270.74 49.09 0.68
271.06 49.09 0.68
271.38 49.09 0.69
271.71 49.09 0.69
272.03 49.09 0.70
272.35 49.09 0.70
272.68 49.09 0.70
273.00 49.09 0.71
241.00 50.71 0.37
241.32 50.71 0.37
241.65 50.71 0.37
241.97 50.71 0.38
242.29 50.71 0.38
242.62 50.71 0.38
242.94 50.71 0.39
243.26 50.71 0.39
243.59 50.71 0.39
243.91 50.71 0.39
244.23 50.71 0.40
244.56 50.71 0.40
244.88 50.71 0.40
245.20 50.71 0.41
245.53 50.71 0.41
245.85 50.71 0.41
246.17 50.71 0.42
246.49 50.71 0.42
246.82 50.71 0.43
247.14 50.71 0.43
247.46 50.71 0.43
247.79 50.71 0.44
248.11 50.71 0.44
248.43 50.71 0.44
248.76 50.71 0.45
249.08 50.71 0.45
249.40 50.71 0.45
249.73 50.71 0.46
250.05 50.71 0.46
250.37 50.71 0.46
250.70 50.71 0.47
251.02 50.71 0.47
251.34 50.71 0.47
251.67 50.71 0.48
251.99 50.71 0.48
252.31 50.71 0.48
252.64 50.71 0.49
252.96 50.71 0.49
253.28 50.71 0.49
253.61 50.71 0.50
253.93 50.71 0.50
254.25 50.71 0.50
254.58 50.71 0.51
254.90 50.71 0.51
255.22 50.71 0.51
255.55 50.71 0.51
255.87 50.71 0.52
256.19 50.71 0.52
256.52 50.71 0.52
256.84 50.71 0.53
257.16 50.71 0.53
257.48 50.71 0.53
257.81 50.71 0.54
258.13 50.71 0.54
258.45 50.71 0.55
258.78 50.71 0.55
259.10 50.71 0.55
259.42 50.71 0.56
259.75 50.71 0.56
260.07 50.71 0.56
260.39 50.71 0.57
260.72 50.71 0.57
261.04 50.71 0.57
261.36 50.71 0.58
261.69 50.71 0.58
262.01 50.71 0.58
262.33 50.71 0.59
262.66 50.71 0.59
262.98 50.71 0.59
263.30 50.71 0.60
263.63 50.71 0.60
263.95 50.71 0.60
264.27 50.71 0.61
264.60 50.71 0.61
264.92 50.71 0.61
265.24 50.71 0.62
265.57 50.71 0.62
265.89 50.71 0.63
266.21 50.71 0.63
266.54 50.71 0.63
266.86 50.71 0.64
267.18 50.71 0.64
267.51 50.71 0.64
267.83 50.71 0.65
268.15 50.71 0.65
268.47 50.71 0.66
268.80 50.71 0.66
269.12 50.71 0.66
269.44 50.71 0.67
269.77 50.71 0.67
270.09 50.71 0.68
270.41 50.71 0.68
270.74 50.71 0.68
271.06 50.71 0.69
271.38 50.71 0.69
271.71 50.71 0.70
272.03 50.71 0.70
272.35 50.71 0.71
272.68 50.71 0.71
273.00 50.71 0.72
241.00 52.32 0.37
241.32 52.32 0.37
241.65 52.32 0.37
241.97 52.32 0.38
242.29 52.32 0.38
242.62 52.32 0.38
242.94 52.32 0.39
243.26 52.32 0.39
243.59 52.32 0.39
243.91 52.32 0.39
244.23 52.32 0.40
244.56 52.32 0.40
244.88 52.32 0.40
245.20 52.32 0.41
245.53 52.32 0.41
245.85 52.32 0.42
246.17 52.32 0.42
246.49 52.32 0.42
246.82 52.32 0.43
247.14 52.32 0.43
247.46 52.32 0.43
247.79 52.32 0.44
248.11 52.32 0.44
248.43 52.32 0.44
248.76 52.32 0.45
249.08 52.32 0.45
249.40 52.32 0.45
249.73 52.32 0.46
250.05 52.32 0.46
250.37 52.32 0.46
250.70 52.32 0.47
251.02 52.32 0.47
251.34 52.32 0.47
251.67 52.32 0.48
251.99 52.32 0.48
252.31 52.32 0.48
252.64 52.32 0.49
252.96 52.32 0.49
253.28 52.32 0.49
253.61 52.32 0.50
253.93 52.32 0.50
254.25 52.32 0.50
254.58 52.32 0.51
254.90 52.32 0.51
255.22 52.32 0.51
255.55 52.32 0.52
255.87 52.32 0.52
256.19 52.32 0.52
256.52 52.32 0.53
256.84 52.32 0.53
257.16 52.32 0.53
257.48 52.32 0.54
257.81 52.32 0.54
258.13 52.32 0.54
258.45 52.32 0.55
258.78 52.32 0.55
259.10 52.32 0.55
259.42 52.32 0.56
259.75 52.32 0.56
260.07 52.32 0.57
260.39 52.32 0.57
260.72 52.32 0.57
261.04 52.32 0.58
261.36 52.32 0.58
261.69 52.32 0.58
262.01 52.32 0.59
262.33 52.32 0.59
262.66 52.32 0.59
262.98 52.32 0.60
263.30 52.32 0.60
263.63 52.32 0.60
263.95 52.32 0.61
264.27 52.32 0.61
264.60 52.32 0.62
264.92 52.32 0.62
265.24 52.32 0.62
265.57 52.32 0.63
265.89 52.32 0.63
266.21 52.32 0.63
266.54 52.32 0.64
266.86 52.32 0.64
267.18 52.32 0.65
267.51 52.32 0.65
267.83 52.32 0.65
268.15 52.32 0.66
268.47 52.32 0.66
268.80 52.32 0.67
269.12 52.32 0.67
269.44 52.32 0.67
269.77 52.32 0.68
270.09 52.32 0.68
270.41 52.32 0.69
270.74 52.32 0.69
271.06 52.32 0.70
271.38 52.32 0.70
271.71 52.32 0.70
272.03 52.32 0.71
272.35 52.32 0.71
272.68 52.32 0.72
273.00 52.32 0.72
241.00 53.94 0.37
241.32 53.94 0.37
241.65 53.94 0.37
241.97 53.94 0.38
242.29 53.94 0.38
242.62 53.94 0.38
242.94 53.94 0.39
243.26 53.94 0.39
243.59 53.94 0.39
243.91 53.94 0.40
244.23 53.94 0.40
244.56 53.94 0.40
244.88 53.94 0.41
245.20 53.94 0.41
245.53 53.94 0.41
245.85 53.94 0.42
246.17 53.94 0.42
246.49 53.94 0.42
246.82 53.94 0.43
247.14 53.94 0.43
247.46 53.94 0.43
247.79 53.94 0.44
248.11 53.94 0.44
248.43 53.94 0.44
248.76 53.94 0.45
249.08 53.94 0.45
249.40 53.94 0.46
249.73 53.94 0.46
250.05 53.94 0.46
250.37 53.94 0.47
250.70 53.94 0.47
251.02 53.94 0.47
251.34 53.94 0.48
251.67 53.94 0.48
251.99 53.94 0.48
252.31 53.94 0.49
252.64 53.94 0.49
252.96 53.94 0.49
253.28 53.94 0.50
253.61 53.94 0.50
253.93 53.94 0.50
254.25 53.94 0.51
254.58 53.94 0.51
254.90 53.94 0.51
255.22 53.94 0.52
255.55 53.94 0.52
255.87 53.94 0.52
256.19 53.94 0.53
256.52 53.94 0.53
256.84 53.94 0.53
257.16 53.94 0.54
257.48 53.94 0.54
257.81 53.94 0.54
258.13 53.94 0.55
258.45 53.94 0.55
258.78 53.94 0.55
259.10 53.94 0.56
259.42 53.94 0.56
259.75 53.94 0.56
260.07 53.94 0.57
260.39 53.94 0.57
260.72 53.94 0.58
261.04 53.94 0.58
261.36 53.94 0.58
261.69 53.94 0.59
262.01 53.94 0.59
262.33 53.94 0.59
262.66 53.94 0.60
262.98 53.94 0.60
263.30 53.94 0.60
263.63 53.94 0.61
263.95 53.94 0.61
264.27 53.94 0.62
264.60 53.94 0.62
264.92 53.94 0.62
265.24 53.94 0.63
265.57 53.94 0.63
265.89 53.94 0.63
266.21 53.94 0.64
266.54 53.94 0.64
266.86 53.94 0.65
267.18 53.94 0.65
267.51 53.94 0.65
267.83 53.94 0.66
268.15 53.94 0.66
268.47 53.94 0.67
268.80 53.94 0.67
269.12 53.94 0.68
269.44 53.94 0.68
269.77 53.94 0.68
270.09 53.94 0.69
270.41 53.94 0.69
270.74 53.94 0.70
271.06 53.94 0.70
271.38 53.94 0.71
271.71 53.94 0.71
272.03 53.94 0.72
272.35 53.94 0.72
272.68 53.94 0.72
273.00 53.94 0.73
241.00 55.56 0.37
241.32 55.56 0.37
241.65 55.56 0.37
241.97 55.56 0.38
242.29 55.56 0.38
242.62 55.56 0.38
242.94 55.56 0.39
243.26 55.56 0.39
243.59 55.56 0.39
243.91 55.56 0.40
244.23 55.56 0.40
244.56 55.56 0.40
244.88 55.56 0.41
245.20 55.56 0.41
245.53 55.56 0.41
245.85 55.56 0.42
246.17 55.56 0.42
246.49 55.56 0.42
246.82 55.56 0.43
247.14 55.56 0.43
247.46 55.56 0.43
247.79 55.56 0.44
248.11 55.56 0.44
248.43 55.56 0.45
248.76 55.56 0.45
249.08 55.56 0.45
249.40 55.56 0.46
249.73 55.56 0.46
250.05 55.56 0.46
250.37 55.56 0.47
250.70 55.56 0.47
251.02 55.56 0.47
251.34 55.56 0.48
251.67 55.56 0.48
251.99 55.56 0.48
252.31 55.56 0.49
252.64 55.56 0.49
252.96 55.56 0.49
253.28 55.56 0.50
253.61 55.56 0.50
253.93 55.56 0.50
254.25 55.56 0.51
254.58 55.56 0.51
254.90 55.56 0.51
255.22 55.56 0.52
255.55 55.56 0.52
255.87 55.56 0.52
256.19 55.56 0.53
256.52 55.56 0.53
256.84 55.56 0.54
257.16 55.56 0.54
257.48 55.56 0.54
257.81 55.56 0.55
258.13 55.56 0.55
258.45 55.56 0.55
258.78 55.56 0.56
259.10 55.56 0.56
259.42 55.56 0.56
259.75 55.56 0.57
260.07 55.56 0.57
260.39 55.56 0.58
260.72 55.56 0.58
261.04 55.56 0.58
261.36 55.56 0.59
261.69 55.56 0.59
262.01 55.56 0.59
262.33 55.56 0.60
262.66 55.56 0.60
262.98 55.56 0.60
263.30 55.56 0.61
263.63 55.56 0.61
263.95 55.56 0.62
264.27 55.56 0.62
264.60 55.56 0.62
264.92 55.56 0.63
265.24 55.56 0.63
265.57 55.56 0.64
265.89 55.56 0.64
266.21 55.56 0.64
266.54 55.56 0.65
266.86 55.56 0.65
267.18 55.56 0.66
267.51 55.56 0.66
267.83 55.56 0.66
268.15 55.56 0.67
268.47 55.56 0.67
268.80 55.56 0.68
269.12 55.56 0.68
269.44 55.56 0.68
269.77 55.56 0.69
270.09 55.56 0.69
270.41 55.56 0.70
270.74 55.56 0.70
271.06 55.56 0.71
271.38 55.56 0.71
271.71 55.56 0.72
272.03 55.56 0.72
272.35 55.56 0.73
272.68 55.56 0.73
273.00 55.56 0.74
241.00 57.17 0.37
241.32 57.17 0.37
241.65 57.17 0.37
241.97 57.17 0.38
242.29 57.17 0.38
242.62 57.17 0.38
242.94 57.17 0.39
243.26 57.17 0.39
243.59 57.17 0.39
243.91 57.17 0.40
244.23 57.17 0.40
244.56 57.17 0.40
244.88 57.17 0.41
245.20 57.17 0.41
245.53 57.17 0.41
245.85 57.17 0.42
246.17 57.17 0.42
246.49 57.17 0.42
246.82 57.17 0.43
247.14 57.17 0.43
247.46 57.17 0.44
247.79 57.17 0.44
248.11 57.17 0.44
248.43 57.17 0.45
248.76 57.17 0.45
249.08 57.17 0.45
